timestamp,language,question,answer
2026-01-09T16:28:43.441352,hi,आई हैव लो बीपी,"विभाग का नाम कार्डियोलॉजी यूनिट 1, डॉक्टर का नाम Dr. O. Sai Satish, और पता ग्राउंड फ्लोर, कमरा 2, 4, 6 है।"
2026-01-09T16:29:23.202949,te,రక్తపోటు,"విభాగం పేరు జనరల్ మెడిసిన్, డాక్టర్ పేరు General Physician, మరియు చిరునామా ఓపీడి బ్లాక్, మొదటి అంతస్తు."
2026-01-09T16:29:57.070150,en,mutra pindal rai,"The department name is Urology, the doctor's name is Dr. Ch. Ram Reddy, and the address is 6th floor, rooms 609, 611."
2026-01-09T16:30:27.442864,en,kidney stone,"The department name is Urology, the doctor's name is Dr. Ch. Ram Reddy, and the address is 6th floor, rooms 609, 611."
2026-01-09T16:31:58.233669,en,medical gastroenterology,"The department name is Medical Gastroenterology, the doctor's name is Dr. Y. Satyanarayana Raju, and the address is 5th floor, room 502."
2026-01-09T16:32:20.484135,te,మెడికల్ గ్యాస్ట్రోఎంటరాలజీ ఎక్కడ ఉంది,"విభాగం పేరు మెడికల్ గ్యాస్ట్రోఎంటరాలజీ, డాక్టర్ పేరు Dr. Y. Satyanarayana Raju, మరియు చిరునామా 5వ అంతస్తు, గది 502."
2026-01-09T16:34:31.050314,en,i have loose motion,"The department name is Medical Gastroenterology, the doctor's name is Dr. Y. Satyanarayana Raju, and the address is 5th floor, room 502."
2026-01-09T16:34:48.138007,en,satyanarayana raju and the address is 5th floor room 502,"The department name is Medical Gastroenterology, the doctor's name is Dr. Y. Satyanarayana Raju, and the address is 5th floor, room 502."
2026-01-09T16:35:23.951685,te,నాకు కాలేయ సమస్య,"విభాగం పేరు మెడికల్ గ్యాస్ట్రోఎంటరాలజీ, డాక్టర్ పేరు Dr. Y. Satyanarayana Raju, మరియు చిరునామా 5వ అంతస్తు, గది 502."
2026-01-09T16:36:05.885369,te,గుండెపోటు వచ్చింది,"విభాగం పేరు కార్డియాలజీ యూనిట్-4, డాక్టర్ పేరు Dr. M. Jyotsna, మరియు చిరునామా గ్రౌండ్ ఫ్లోర్, గది 2, 4, 6."
2026-01-09T16:38:06.574452,en,diabetic vibhagam,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, 1st Floor."
2026-01-09T16:39:00.674746,hi,अस्थमा अटैक,"विभाग का नाम पल्मोनरी मेडिसिन, डॉक्टर का नाम Dr. G. K. Paramjyothi, और पता 4वीं मंजिल, कमरा 403 और 404 है।"
2026-01-09T16:39:26.528437,en,kisi ne kuchh nahin diya,"The department name is General OPD, the doctor's name is General Duty Doctor, and the address is OPD Block, Ground Floor."
2026-01-09T16:40:16.737550,en,i have severe chest pain,"The department name is Cardiology Unit 4, the doctor's name is Dr. M. Jyotsna, and the address is Ground floor, rooms 2, 4, 6."
2026-01-09T16:40:42.511683,te,రూమ్స్ టు ఫోర్ సెక్స్,"విభాగం పేరు జనరల్ మెడిసిన్, డాక్టర్ పేరు General Physician, మరియు చిరునామా ఓపీడి బ్లాక్, మొదటి అంతస్తు."
2026-01-09T16:41:08.178632,te,వాస్కులర్ సర్జరీ విభాగం ఎక్కడ ఉంది,"విభాగం పేరు వాస్కులర్ సర్జరీ, డాక్టర్ పేరు Dr. Sandeep Mahapatra, మరియు చిరునామా 5వ అంతస్తు, గది 501."
2026-01-09T16:46:40.533986,te,పల్మనరీ మెడిసిన్ విభాగం ఎక్కడ ఉంది,"విభాగం పేరు పల్మనరీ మెడిసిన్, డాక్టర్ పేరు Dr. G. K. Paramjyothi, మరియు చిరునామా 4వ అంతస్తు, గది 403 మరియు 404."
2026-01-09T16:47:03.900176,te,విభాగం పేరు పల్మనరీ మెడిసిన్ డాక్టర్ పేరు జాబ్ చర్చి కి మరో జ్యోతి మరియు చిరునామా నాలుగో అంతస్తు గది 43 మరియు 44,"విభాగం పేరు పల్మనరీ మెడిసిన్, డాక్టర్ పేరు Dr. G. K. Paramjyothi, మరియు చిరునామా 4వ అంతస్తు, గది 403 మరియు 404."
2026-01-09T16:48:30.257257,en,naak mutra visarjan,"The department name is Urology, the doctor's name is Dr. Ch. Ram Reddy, and the address is 6th floor, rooms 609, 611."
2026-01-09T16:49:01.014293,en,for network,"The department name is Pulmonary Medicine, the doctor's name is Dr. G. K. Paramjyothi, and the address is 4th floor, rooms 403 and 404."
2026-01-09T16:49:17.203153,en,rules 443 and 404,"The department name is Pulmonary Medicine, the doctor's name is Dr. G. K. Paramjyothi, and the address is 4th floor, rooms 403 and 404."
2026-01-09T16:54:53.361543,en,i have difficulty urinating which department should i go,"The department name is Urology, the doctor's name is Dr. Ch. Ram Reddy, and the address is 6th floor, rooms 609, 611."
2026-01-09T16:56:00.263668,te,ఆంకాలజీ విభాగం ఎక్కడ ఉంది,"విభాగం పేరు జనరల్ ఓపీడీ, డాక్టర్ పేరు General Duty Doctor, మరియు చిరునామా ఓపీడీ బ్లాక్, గ్రౌండ్ ఫ్లోర్."
2026-01-09T16:56:26.358906,en,cardiology only,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-09T16:57:05.207305,te,నాకు గొంతు ఇన్ఫెక్షన్,"విభాగం పేరు జనరల్ మెడిసిన్, డాక్టర్ పేరు General Physician, మరియు చిరునామా ఓపీడి బ్లాక్, మొదటి అంతస్తు."
2026-01-09T16:59:11.153513,en,i have a high fever,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, 1st Floor."
2026-01-09T17:00:34.840977,en,telugu database for diabetes,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, 1st Floor."
2026-01-09T17:00:59.136200,en,madhu madhumeham vyadhi department ekkada,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, 1st Floor."
2026-01-09T17:01:15.541369,en,the department name is general medicine the doctors name is general physician and the address is opd block first floor i'll change,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, 1st Floor."
2026-01-09T17:03:50.892550,en,department ki,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-09T17:22:33.063036,en,i have high blood pressure,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-09T17:23:24.113758,en,high blood pressure,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-09T17:24:02.004071,en,aadi ka rakt,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-09T18:05:55.690716,en,how can i help you,Department: General OPD
2026-01-09T18:06:04.934207,te,ఐ హావ్ స్టమక్ పెయిన్,"General Medicine - ఓపీడి బ్లాక్, గ్రౌండ్ అంతస్తు"
2026-01-09T18:06:15.568740,en,general medicine opd black ground and test tube i have chest pain,"The department name is General OPD, the doctor's name is General Duty Doctor, and the address is OPD Block, Ground Floor."
2026-01-09T18:06:53.761372,en,please can you ask your question once again,There's no question; please describe your symptoms so I can help you find the most relevant department.
2026-01-09T18:07:05.264031,te,చెస్ట్ ఇన్స్టిట్యూట్,"బాగా, చెస్ట్ ఇన్స్టిట్యూట్ అనేది కార్డియాలజీ యూనిట్‌ల మధ్య ఒక విభాగం కాదు. కాబట్టి చెస్"
2026-01-09T18:07:19.069848,te,కాబట్టి చె,"డెపార్ట్‌మెంట్: మెడికల్ గ్యాస్ట్రోఎంటరాలజీ
డాక్టర్: డాక్టర్ Y. సత్యనారాయణ రాజు
లోకేష"
2026-01-09T18:07:40.432820,te,లోకేషన్,"లోకేషన్: ఓపీడి బ్లాక్, గ్రౌండ్ ఫ్లోర్

చిరునామా: 
- Department: జనరల్ ఓపీడీ
- Doctor: General Duty Doctor"
2026-01-09T18:08:07.383173,te,ఐ హావ్ లేబుల్ లివర్ ప్రాబ్లమ్స్,"లివర్ ప్రాబ్లమ్‌లతో సంబంధం ఉన్న అత్యంత సంబంధిత విభాగం మెడికల్ గ్యాస్ట్రోఎంటరాలజీ.

 మెడ"
2026-01-09T18:08:21.842264,te,లివర్ ప్రాబ్లెమ్ లతో సంబంధం ఉన్న అత్యంత సంబంధిత విభాగం మెడికల్ గ్యాస్ట్రోఎంటరాలజీ మెడ,"విభాగం పేరు మెడికల్ గ్యాస్ట్రోఎంటరాలజీ, డాక్టర్ పేరు Dr. Y. Satyanarayana Raju, మరియు చిరునామా 5వ అంతస్తు, గది 502."
2026-01-09T18:08:37.476773,te,గది 500,". Department: మెడికల్ గ్యాస్ట్రోఎంటరాలజీ, Doctor: Dr. Y. Satyanarayana Raju, Location: 5వ అంతస్తు, గది 502"
2026-01-09T18:18:01.445443,en,how can i help you,"Department: General OPD, Doctor: General Duty Doctor, Location: OPD Block, Ground Floor"
2026-01-09T18:18:43.660154,en,please can you please cardiology,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-09T18:19:00.277203,te,రూమ్స్ టు ఫోర్ సెక్స్,"మెడికల్ గ్యాస్ట్రోఎంటరాలజీ శాఖ - Dr. Y. Satyanarayana Raju
గది: గ్రౌండ్ ఫ్లోర్, 5వ అంతస్తు, గది 502"
2026-01-09T18:19:26.060976,te,నాకు గుండె నొప్పిగా ఉంది,"విభాగం పేరు జనరల్ ఓపీడీ, డాక్టర్ పేరు General Duty Doctor, మరియు చిరునామా ఓపీడి బ్లాక్, గ్రౌండ్ ఫ్లోర్."
2026-01-09T18:19:42.208061,hi,दोस्त,मैं आपके लक्षणों के अनुसार सबसे प्रासंगिक विभाग से आपको मिलान कर रहा हूँ। कृपया अपने लक्षण बताएं।
2026-01-09T18:20:21.118978,en,i have heart pain,"The department name is General OPD, the doctor's name is General Duty Doctor, and the address is OPD Block, Ground Floor."
2026-01-09T18:20:47.688148,en,please can you ask your question once again for heart related issues which department should i go,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-09T18:22:03.341034,en,hello how can i help you,"Please describe your symptoms, so I can direct you to the relevant department."
2026-01-09T18:22:16.474704,te,ప్రాబ్లం ఇన్ మై హార్ట్,"కార్డియాలజీ యూనిట్-1 విభాగం. 
కార్డియాలజీ యూనిట్-1 విభాగం:
- Department: కార్డియాలజీ యూనిట్-1
- Doctor: Dr. O. Sai Satish"
2026-01-09T18:22:37.031154,te,సాయి సతీష్,"డాక్టర్ ఓ. సాయి సతీష్ లక్షణాలు:

- డెపార్ట్మెంట్: కార్డియాలజీ యూనిట్-1
- గది సంఖ్య: 2, 4, 6
- అం"
2026-01-09T18:22:52.089746,te,2.0,Department: జనరల్ కాలేజియోలజీ
2026-01-09T18:26:37.655458,te,హౌ కెన్ ఐ హెల్ప్ యు,"మీరు అనారోగ్యం లేదా కానీ కాక మరో విషయం గురించి విచారించారు. మీరు దృష్టి కేంద్రీకరిస్తే,"
2026-01-09T18:26:50.490920,te,విషయానికి గురించి విచారించారు మీరు దృష్టి కేంద్రీకరిస్తే,"గది 2, 4, 6"
2026-01-09T18:26:58.077584,te,ఉగాది 2 4 6,"Department: కార్డియాలజీ యూనిట్-1
Doctor: డాక్టర్ ఓ. సై సతీష్
Location: గ్రౌండ్ ఫ్లోర్, గది 2, 4, 6"
2026-01-12T11:08:09.975199,en,hello robot,**No response available. Please provide the list of symptoms you are experiencing.**
2026-01-12T11:08:28.840679,en,where is the,I need more information to provide a relevant department. Please provide the symptoms or the reason for visiting the hospital to match it with the correct department.
2026-01-12T11:08:51.532289,te,యూరాలజీ డిపార్ట్మెంట్,"విభాగం పేరు యూరాలజీ, డాక్టర్ పేరు Dr. Ch. Ram Reddy, మరియు చిరునామా 6వ అంతస్తు, గది 609, 611."
2026-01-12T11:09:10.580615,hi,वॉल्यूम एट,"मुझे खेद है, लेकिन ""वॉल्यूम एट"" एक प्रकार का हृदय समस्या है जिसे वॉल्यूम ओवरलोड या निमोनिया जैसी कंडीशन के साथ जोड़ा जाता है। आप यह बताने की कृपा करें कि मुझे सूची में मिलान करना है या नहीं ताकि मैं सही विभाग की सूची दे सकता हूँ।"
2026-01-12T11:09:39.357182,te,హలో లక్ష్మి గారు,హలో! నాకు ఏమి అవసరం అని అడగండి.
2026-01-12T11:09:46.109415,te,అని అడగండి,"మిత్రుడా, మీరు ఏ లక్షణాలతో వసతి చెందుతున్నారు? అలాగే ఒక వివరణ కూడా అందించండి."
2026-01-12T11:10:10.391146,te,మీరు ఉంటే ఆఫీస్,నివేదించిన లక్షణాలను మీకు అందించారు. క్షిపణి నుండి సంభవించిన దుర్ఘటన బారీ తనిఖీ విషయం
2026-01-12T11:10:25.688426,te,శకుని నుండి సంభవించిన దుర్ఘటన భారీ తనిఖీ చేయడం చూస్తాను,"General Opinion Department, Ground Floor"
2026-01-12T11:10:32.439262,te,గ్రౌండ్ ఫ్లోర్,"గ్రౌండ్ ఫ్లోర్లో ఉన్న విభాగాలు:

- కార్డియాలజీ యూనిట్-1: గది 2, 4, 6
   - డాక్టర్: Dr. O. Sai Satish

- కార్డియా"
2026-01-12T11:10:52.726979,te,సాయి సతీష్,"కార్డియాలజీ యూనిట్-1, గ్రౌండ్ ఫ్లోర్, గది 2, 4, 6 లో డాక్టర్."
2026-01-12T11:11:53.446137,en,animation,General OPD
2026-01-12T11:12:21.747060,hi,न्यूरोलॉजी डिपार्टमेंट,"विभाग का नाम यूरोलॉजी, डॉक्टर का नाम Dr. Ch. Ram Reddy, और पता 6वीं मंजिल, कमरा 609, 611 है।"
2026-01-12T11:12:36.394816,hi,न्यूमैरोलॉजी,"पल्मोनरी मेडिसिन, 
ग्राउंड फ्लोर, कमरा 403 और 404."
2026-01-12T11:13:03.934843,en,where is neurology department,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-12T11:13:23.869267,te,యువరాజు అడిగితే జన్మ,Department: మెడికల్ గ్యాస్ట్రోఎంటరాలజీ
2026-01-12T11:13:44.066667,en,where is cardiology department,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-12T11:14:07.805605,te,యూరాలజీ డిపార్ట్మెంట్,"విభాగం పేరు యూరాలజీ, డాక్టర్ పేరు Dr. Ch. Ram Reddy, మరియు చిరునామా 6వ అంతస్తు, గది 609, 611."
2026-01-12T11:14:47.266081,hi,कार्डियोलॉजी,"विभाग का नाम कार्डियोलॉजी यूनिट 1, डॉक्टर का नाम Dr. O. Sai Satish, और पता ग्राउंड फ्लोर, कमरा 2, 4, 6 है।"
2026-01-12T11:15:16.137550,te,గుండె జబ్బులు విభాగం ఎక్కడ ఉంది,"గుండె జబ్బులు విభాగం కార్డియాలజీ యూనిట్లలో ఉంటుంది.

క్రింది విభాగాల్లో కార్డియాలజీ య"
2026-01-12T11:15:38.517089,te,ఇంకా ఏమైనా,"అయ్యా, మిగిలిన జాబితా:

డిపార్ట్‌మెంట్: నెఫ్రాలజీ, డాక్టర్‌: డాక్టర్ G. Balaraju, లోకేషన్: గ్రౌండ్"
2026-01-12T11:16:21.796030,te,నెఫ్రాలజీ డాక్టర్ డాక్టర్ డాక్టర్ డాక్టర్ డాక్టర్ జి బాలరాజు లోకేషన్ గ్రౌండ్,నెఫ్రాలజీ
2026-01-12T11:16:25.100200,te,న్యూరాలజీ,"విభాగం పేరు యూరాలజీ, డాక్టర్ పేరు Dr. Ch. Ram Reddy, మరియు చిరునామా 6వ అంతస్తు, గది 609, 611."
2026-01-12T11:16:46.749503,en,dermatology,General OPD
2026-01-12T11:17:03.077687,en,please can you ask your question once again,Please enter your symptoms so I can direct you to the relevant department.
2026-01-12T11:17:13.983403,te,ఫీలింగ్ టీత్ పెయిన్,పల్మనరీ మెడిసిన్
2026-01-12T11:17:18.087526,en,pulmonary medicine,"The department name is Pulmonary Medicine, the doctor's name is Dr. G. K. Paramjyothi, and the address is 4th floor, rooms 403 and 404."
2026-01-12T11:17:37.326546,en,rules 443 and 404,"General OPD, Doctor: General Duty Doctor, Location: OPD Block, Ground Floor
Pulmonary Medicine, Doctor: Dr. G. K. Paramjyothi, Location: 4th floor, rooms 403 and 404"
2026-01-12T11:19:18.995271,hi,वॉल्यूम,"- Department: कार्डियोलॉजी यूनिट 1, Doctor: Dr. O. Sai Satish, Location: ग्राउंड फ्लोर, कमरा 2, 4, 6
- Department: कार्डियोलॉजी यूनिट 2, Doctor: Dr. B. Srinivas, Location: ग्राउंड फ्लोर, कमरा 3, 5
- Department: कार्डियोलॉजी यूनिट 4, Doctor: Dr. M. Jyotsna, Location: ग्राउंड फ्लोर, कमरा 2, 4, 6"
2026-01-12T11:21:29.503173,en,pulmonary department,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-12T11:21:48.343842,te,గుండె జబ్బులు విభాగం ఎక్కడ ఉంది,"గుండె జబ్బులు విభాగం గ్రౌండ్ ఫ్లోర్, గది 2, 4, 6 నుండి మార్చబడి గ్రౌండ్ ఫ్లోర్‌లో ఉన్న కార్"
2026-01-12T11:22:09.107530,en,where is neurology department,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-12T11:22:38.088312,hi,न्यूरोलॉजी डिपार्टमेंट,"विभाग का नाम यूरोलॉजी, डॉक्टर का नाम Dr. Ch. Ram Reddy, और पता 6वीं मंजिल, कमरा 609, 611 है।"
2026-01-12T11:22:56.117091,en,can you tell me in english where is urology department,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-12T11:23:27.205674,hi,यूरोलॉजी डिपार्मेंट,"विभाग का नाम यूरोलॉजी, डॉक्टर का नाम Dr. Ch. Ram Reddy, और पता 6वीं मंजिल, कमरा 609, 611 है।"
2026-01-12T11:23:47.934210,en,where is urology department,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-12T11:24:17.737410,hi,न्यूरोलॉजी डिपार्टमेंट कौन सा मंजिल में,"विभाग का नाम यूरोलॉजी, डॉक्टर का नाम Dr. Ch. Ram Reddy, और पता 6वीं मंजिल, कमरा 609, 611 है।"
2026-01-12T11:24:39.864151,hi,न्यूरोलॉजी,"विभाग का नाम यूरोलॉजी, डॉक्टर का नाम Dr. Ch. Ram Reddy, और पता 6वीं मंजिल, कमरा 609, 611 है।"
2026-01-12T11:24:56.009564,te,ఐ డోంట్ అండర్స్టాండ్ హిందీ,సమస్యను బాగా అర్థం చేసుకుందాం. మీకు ఒక వినియోగదారు ఉన్నారు. ఈ వినియోగదారు గురించిన లక్ష
2026-01-12T11:25:18.569784,en,i need information and information in english,Cardiology Unit
2026-01-12T11:25:39.277105,hi,न्यूरोलॉजी डिपार्टमेंट इक्कड़ा,"विभाग का नाम यूरोलॉजी, डॉक्टर का नाम Dr. Ch. Ram Reddy, और पता 6वीं मंजिल, कमरा 609, 611 है।"
2026-01-12T11:26:11.276958,en,dant samasyala vibhag,General OPD
2026-01-12T11:26:34.917525,te,పంటి నొప్పి విభాగము,"విభాగం పేరు జనరల్ ఓపీడీ, డాక్టర్ పేరు General Duty Doctor, మరియు చిరునామా ఓపీడి బ్లాక్, గ్రౌండ్ ఫ్లోర్."
2026-01-12T11:26:56.494851,en,where is dental department,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-12T11:27:54.236177,te,చర్మవ్యాధుల విభాగము ఎక్కడ,చర్మవ్యాధుల విభాగం లభించలేదు. కాబట్టి సమాధానం: ఈ జాబితాలో చర్మవ్యాధుల విభాగం లేదు
2026-01-12T11:28:17.665001,en,orthopaedic department,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-12T11:28:49.481586,te,బోన్ రిపేర్ సెంటర్,"బోన్ రిపేర్ సెంటర్: 

ఆహరించిన సేవ మరియు పొరపాటు కాసేపట్లో వారు ఎక్కడ వెళ్లాలని చెప్పారో"
2026-01-12T11:29:07.125329,te,ఎముకల సమస్య ఉంది ఎక్కడికి వెళ్లాలి,"విభాగం పేరు జనరల్ ఓపీడీ, డాక్టర్ పేరు General Duty Doctor, మరియు చిరునామా ఓపీడి బ్లాక్, గ్రౌండ్ ఫ్లోర్."
2026-01-12T11:29:19.638573,te,గ్రౌండ్ ఫ్లోర్,"కార్డియాలజీ యూనిట్-1: డాక్టర్ ఓ. సై సతీష్
కార్డియాలజీ యూనిట్-2: డాక్టర్ బి. శ్రీనివాస్
కా"
2026-01-12T11:29:40.647254,te,శ్రీనివాస్,"గది 3, 5"
2026-01-12T11:29:49.415466,te,మొగుడు 5,మీరు అందించిన సమాచారం ఆధారంగా సర్జరీ కుటుంబ భాష అని భావిస్తాను కాబట్టి  సర్జరీ సమీక్ష వ
2026-01-12T11:30:06.032809,te,కీళ్ల నొప్పుల విభాగ,"కీళ్ల నొప్పుల విభాగం కార్డియాలజీ యూనిట్-1కి సంబంధించినది. 

కార్డియాలజీ యూనిట్-1 వివరాల"
2026-01-12T11:30:27.612569,te,కడుపు నొప్పికి ఏ విభాగానికి వెళ్లాలి,"విభాగం పేరు జనరల్ ఓపీడీ, డాక్టర్ పేరు General Duty Doctor, మరియు చిరునామా ఓపీడి బ్లాక్, గ్రౌండ్ ఫ్లోర్."
2026-01-12T11:30:50.751826,hi,ग्राउंड फ्लोर,"- Department: जनरल ओपीडी, Doctor: General Duty Doctor, Location: ओपीडी ब्लॉक, ग्राउंड फ्लोर
- Department: कार्डियोलॉजी यूनिट 1, Doctor: Dr. O. Sai Satish, Location: ग्राउंड फ्लोर, कमरा 2, 4, 6
- Department: कार्डियोलॉजी यूनिट 2, Doctor: Dr. B. Srinivas, Location: ग्राउंड फ्लोर, कमरा 3, 5
- Department: कार्डियोलॉजी यूनिट 4, Doctor: Dr. M"
2026-01-12T11:31:52.329325,te,గ్యాస్ట్రోఎంటరాలజీ,"విభాగం పేరు మెడికల్ గ్యాస్ట్రోఎంటరాలజీ, డాక్టర్ పేరు Dr. Y. Satyanarayana Raju, మరియు చిరునామా 5వ అంతస్తు, గది 502."
2026-01-12T11:32:34.620103,te,ఎముకల విభాగము,ఎముకల విభాగం కాదు.
2026-01-12T11:32:44.766294,te,డెంటల్,డెంటలిక్ కోసం నిర్ధారణ చేయబడలేదు.
2026-01-12T11:32:55.543528,hi,आप्थाल्मालॉजी,"- Department: सामान्य चिकित्सा, 
  Doctor: General Physician, 
  Location: ओपीडी ब्लॉक, ग्राउंड फ्लोर"
2026-01-12T11:33:11.568906,te,కంటి సమస్య గురించి ఎవరిని సంప్రదించాలి,"విభాగం పేరు జనరల్ ఓపీడీ, డాక్టర్ పేరు General Duty Doctor, మరియు చిరునామా ఓపీడి బ్లాక్, గ్రౌండ్ ఫ్లోర్."
2026-01-12T11:33:31.270982,te,మరియు చిరునామా ఊపిరి కుల గ్రౌండ్ ఫ్లోర్,"ప్రతిస్పందన:

చిరునామా: గ్రౌండ్ ఫ్లోర్, ఓపీడీ బ్లాక్

మీరు గ్రౌండ్ ఫ్లోర్‌లో ఓపీడి బ్లాక"
2026-01-12T11:33:55.070070,te,చెస్ట్ పేరు వస్తుంది,కావున మీరు సంభాషించే దిశ 'పల్మనరీ మెడిసిన్' అవుతుంది
2026-01-12T11:34:04.290607,te,పల్మనరీ మెడిసిన్ అవుతుంది,"విభాగం పేరు పల్మనరీ మెడిసిన్, డాక్టర్ పేరు Dr. G. K. Paramjyothi, మరియు చిరునామా 4వ అంతస్తు, గది 403 మరియు 404."
2026-01-12T11:34:24.494551,te,శాంతి నొప్పుల విభాగం,మీ అభ్యర్థనను నిర్ధారించుకోవడానికి మీకు కొన్ని వివరాలు అవసరం కావచ్చు.  దయచేసి వివరాలన
2026-01-12T11:34:34.703108,te,దయచేసి వివరా,కింది జాబితాలో ఏదైనా నివేదించిన లక్షణాలు మరియు వాటికి అత్యంత సంబంధిత విభాగాల సమాచారం క
2026-01-12T11:35:03.421813,te,నిమ్స్ హాస్పిటల్ లో ఎన్ని విభాగాలు,"కనీసం 7 విభాగాలు ఉన్నాయి నిమ్స్ హాస్పిటల్

విభాగాలు : 
1. జనరల్ ఓపీడీ
2. జనరల్ మెడిసిన్
3. కా"
2026-01-12T11:35:19.020993,en,rendu general medicine code,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-12T11:35:47.359496,te,నిమ్స్ హాస్పిటల్లో ఎన్ని విభాగాలు,"జనరల్ ఓపీడీ, 
జనరల్ మెడిసిన్, 
కార్డియాలజీ యూనిట్-1, 
కార్డియాలజీ యూనిట్-2, 
కార్డియాలజీ య"
2026-01-12T11:36:05.021059,hi,कार्डियोलॉजी,"विभाग का नाम कार्डियोलॉजी यूनिट 1, डॉक्टर का नाम Dr. O. Sai Satish, और पता ग्राउंड फ्लोर, कमरा 2, 4, 6 है।"
2026-01-12T11:36:29.986518,te,నాకు హిందీ రాదు తెలుగులో చెప్పగలరు,"అందించిన సమాచారం నుండి, కుంసితం పై వివరించిన మధ్యాశయంలో ఏది సరిపోతుందో చెప్పదలచుకుంట"
2026-01-12T11:36:50.051008,te,ఛాతి నొప్పుల విభాగము,"కార్డియాలజీ యూనిట్-1: గ్రౌండ్ ఫ్లోర్, గది 2, 4, 6 
డాక్టర్: Dr. O. Sai Satish"
2026-01-12T11:37:11.075016,te,బ్రీతింగ్ ప్రాబ్లం ఉంది చెస్ట్ లో పెయిన్ అనుకుంటా ఎక్కడికి వెళ్లాలి,"బ్రీతింగ్ ప్రాబ్లం మరియు చెస్ట్ లో పెయిన్ కోసం, మెడికల్ గ్యాస్ట్రోఎంటరాలజీ లేదా పల్మన"
2026-01-12T11:37:35.287623,en,chhati per dard ho raha hai,General OPD
2026-01-12T11:37:54.261197,en,heart problem vibhag mein ekkada,"The department name is General OPD, the doctor's name is General Duty Doctor, and the address is OPD Block, Ground Floor."
2026-01-12T11:38:21.402302,te,కార్డియాలజీ డిపార్ట్మెంట్ పని వేళ,"విభాగం పేరు కార్డియాలజీ యూనిట్-1, డాక్టర్ పేరు Dr. O. Sai Satish, మరియు చిరునామా గ్రౌండ్ ఫ్లోర్, గది 2, 4, 6."
2026-01-12T11:38:47.971343,te,కార్డియాలజీ డిపార్ట్మెంట్ పని వేళలు చెప్పగలవా,"విభాగం పేరు కార్డియాలజీ యూనిట్-1, డాక్టర్ పేరు Dr. O. Sai Satish, మరియు చిరునామా గ్రౌండ్ ఫ్లోర్, గది 2, 4, 6."
2026-01-12T11:39:12.797854,hi,ग्राउंड फ्लोर,"- डिपार्टमेंट : जनरल ओपीडी, डॉ : जनरल ड्यूटी डॉक्टर, लोकेशन : ओपीडी ब्लॉक, ग्राउंड फ्लोर
- डिपार्टमेंट : सामान्य चिकित्सा, डॉ : जनरल फीजिशियन, लोकेशन : ओपीडी ब्लॉक, ग्राउंड फ्लोर
- डिपार्टमेंट : कार्डियोलॉजी यूनिट 1, डॉ : डॉ ऑ ओ साई सतीश, लोकेशन : ग्राउंड फ्लोर, कमरा 2, 4,"
2026-01-12T11:39:57.088122,te,కార్డియాలజీ డిపార్ట్మెంట్ టైమింగ్స్,"విభాగం పేరు కార్డియాలజీ యూనిట్-1, డాక్టర్ పేరు Dr. O. Sai Satish, మరియు చిరునామా గ్రౌండ్ ఫ్లోర్, గది 2, 4, 6."
2026-01-12T11:40:20.392032,hi,नालुगू और,मुझे पूरा लक्षण बताएं ताकि मैं आपको सबसे प्रासंगिक विभाग की जानकारी प्रदान कर सकूँ।
2026-01-12T11:40:42.557597,en,cardiology department kahan per hai,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-12T11:40:58.399021,en,cardiology department kahan per hai,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
